Gene,start,end,length
N_hemX~~~hemX_2~~~hemX_1,1519749,1519795,23
G_hemX~~~hemX_2~~~hemX_1,1519795,1522321,1263
N_hemY_1~~~hemY_2~~~hemY,1522321,1522327,3
G_hemY_1~~~hemY_2~~~hemY,1522327,1524715,1194
N_chiQ_1~~~chiQ_2~~~chiQ,1524715,1525285,285
G_chiQ_1~~~chiQ_2~~~chiQ,1525285,1525933,324
N_chiP_1~~~chiP_2~~~chiP_3~~~chiP,1525933,1527099,583
G_chiP_1~~~chiP_2~~~chiP_3~~~chiP,1527099,1530009,1455
N_hypF_2~~~hypF_1~~~hypF~~~hypF_3,1530009,1530317,154
G_hypF_2~~~hypF_1~~~hypF~~~hypF_3,1530317,1534817,2250
N_metAS_2~~~metAS_1~~~metAS,1534817,1554557,9870
G_metAS_2~~~metAS_1~~~metAS,1554557,1556411,927
N_yiiM~~~yiiM_2~~~yiiM_1,1556411,1556739,164
G_yiiM~~~yiiM_2~~~yiiM_1,1556739,1558083,672
N_cpxA_1~~~cpxA~~~cpxA_2,1558083,1570865,6391
G_cpxA_1~~~cpxA~~~cpxA_2,1570865,1573607,1371
N_queF~~~queF_1~~~queF_2,1573607,1588873,7633
G_queF~~~queF_1~~~queF_2,1588873,1590565,846
N_ppnN_2~~~ppnN_1~~~ppnN,1590565,1590791,113
G_ppnN_2~~~ppnN_1~~~ppnN,1590791,1593515,1362
N_hisQ~~~hisQ_1~~~hisQ_2,1593515,1593697,91
G_hisQ~~~hisQ_1~~~hisQ_2,1593697,1595065,684
N_argT~~~argT_1~~~argT_2~~~mltF_1,1595065,1595599,267
G_argT~~~argT_1~~~argT_2~~~mltF_1,1595599,1597159,780
N_mipA~~~mipA_1~~~mipA_3~~~mipA_2,1597159,1613891,8366
G_mipA~~~mipA_1~~~mipA_3~~~mipA_2,1613891,1615379,744
N_thiC_1~~~thiC_2~~~thiC,1615379,1615849,235
G_thiC_1~~~thiC_2~~~thiC,1615849,1619635,1893
N_yceM~~~yceM_1~~~yceM_2~~~iolG_1,1619635,1620955,660
G_yceM~~~yceM_1~~~yceM_2~~~iolG_1,1620955,1622917,981
N_rnd_1~~~rnd_2~~~rnd,1622917,1623085,84
G_rnd_1~~~rnd_2~~~rnd,1623085,1625311,1113
N_group_32712,1625311,1625349,19
G_group_32712,1625349,1626243,447
N_rlmD~~~rlmD_1~~~rlmD_3~~~rlmD_2,1626243,1635249,4503
G_rlmD~~~rlmD_1~~~rlmD_3~~~rlmD_2,1635249,1637847,1299
N_btuD_5~~~lptB_2~~~artM_3~~~lptB_1,1637847,1638155,154
G_btuD_5~~~lptB_2~~~artM_3~~~lptB_1,1638155,1639685,765
N_yjjI_2~~~yjjI_1~~~yjjI,1639685,1652087,6201
G_yjjI_2~~~yjjI_1~~~yjjI,1652087,1655183,1548
N_potD_1~~~potD~~~potD_2,1655183,1658463,1640
G_potD_1~~~potD~~~potD_2,1658463,1660551,1044
N_mlaC_2~~~mlaC_1~~~mlaC_3~~~mlaC,1660551,1660591,20
G_mlaC_2~~~mlaC_1~~~mlaC_3~~~mlaC,1660591,1661857,633
N_gloC_2~~~gloC~~~gloC_1,1661857,1662219,181
G_gloC_2~~~gloC~~~gloC_1,1662219,1663509,645
N_ddlB~~~ddlB_1~~~ddlB_2,1663509,1663619,55
G_ddlB~~~ddlB_1~~~ddlB_2,1663619,1665455,918
N_glnH~~~glnH_1,1665455,1666373,459
G_glnH~~~glnH_1,1666373,1667861,744
N_dps,1667861,1668463,301
G_dps,1668463,1669465,501
N_pfkB~~~pfkB_1~~~pfkB_2,1669465,1671785,1160
G_pfkB~~~pfkB_1~~~pfkB_2,1671785,1673639,927
N_rseP~~~rseP_1~~~rseP_2,1673639,1673665,13
G_rseP~~~rseP_1~~~rseP_2,1673665,1676365,1350
N_nirD,1676365,1683713,3674
G_nirD,1683713,1684361,324
G_tsgA~~~tsgA_2~~~tsgA_1,1684361,1689989,2814
N_ftsY_1~~~ftsY~~~ftsY_2,1689989,1692007,1009
G_ftsY_1~~~ftsY~~~ftsY_2,1692007,1695079,1536
N_tyrA~~~tyrA_2,1695079,1695101,11
G_tyrA~~~tyrA_2,1695101,1697339,1119
G_purN~~~purN_2~~~purN_1,1697339,1698611,636
N_yfcJ~~~yfcJ_1~~~yfcJ_2,1698611,1699289,339
G_yfcJ~~~yfcJ_1~~~yfcJ_2,1699289,1701641,1176
N_fabB_1~~~fabB_2~~~fabB,1701641,1706843,2601
G_fabB_1~~~fabB_2~~~fabB,1706843,1709279,1218
N_zwf_1~~~zwf_2~~~zwf,1709279,1715533,3127
G_zwf_1~~~zwf_2~~~zwf,1715533,1718479,1473
N_ilvG~~~ilvG_1~~~ilvG_2,1718479,1722755,2138
G_ilvG~~~ilvG_1~~~ilvG_2,1722755,1726043,1644
N_yfbR~~~yfbR_1~~~yfbR_2,1726043,1726213,85
G_yfbR~~~yfbR_1~~~yfbR_2,1726213,1727407,597
N_ycgJ~~~COQ5,1727407,1727921,257
G_ycgJ~~~COQ5,1727921,1729463,771
N_yadH~~~yadH_2,1729463,1731089,813
G_yadH~~~yadH_2,1731089,1732625,768
N_argP_3~~~argP~~~argP_2~~~argP_1,1732625,1740229,3802
G_argP_3~~~argP~~~argP_2~~~argP_1,1740229,1742011,891
N_cysJ~~~cysJ_2~~~cysJ_1,1742011,1754031,6010
G_cysJ~~~cysJ_2~~~cysJ_1,1754031,1757625,1797
N_kdgR~~~kdgR_2~~~kdgR_1,1757625,1763619,2997
G_kdgR~~~kdgR_2~~~kdgR_1,1763619,1765197,789
N_ulaG~~~ulaG_1~~~ulaG_2,1765197,1779391,7097
G_ulaG~~~ulaG_1~~~ulaG_2,1779391,1781515,1062
N_group_32660,1781515,1784215,1350
G_group_32660,1784215,1785709,747
N_leuB_2~~~leuA_1~~~leuA~~~leuA_2,1785709,1844939,29615
G_leuB_2~~~leuA_1~~~leuA~~~leuA_2,1844939,1848077,1569
N_recG_2~~~mfd_2~~~recG_1~~~recG,1848077,1848089,6
G_recG_2~~~mfd_2~~~recG_1~~~recG,1848089,1852247,2079
N_pdeH~~~pdeH_1~~~pdeH_2,1852247,1861189,4471
G_pdeH~~~pdeH_1~~~pdeH_2,1861189,1862719,765
N_comM~~~comM_2~~~comM_1~~~comM_3,1862719,1879383,8332
G_comM~~~comM_2~~~comM_1~~~comM_3,1879383,1882419,1518
N_nadB~~~nadB_1~~~nadB_2~~~nadB_3,1882419,1906079,11830
G_nadB~~~nadB_1~~~nadB_2~~~nadB_3,1906079,1909475,1698
G_rseA~~~rseA_2~~~rseB_2~~~rseB~~~rseB_1,1909475,1911383,954
N_mnmE~~~mnmE_2~~~mnmE_1,1911383,1911645,131
G_mnmE~~~mnmE_2~~~mnmE_1,1911645,1914369,1362
N_yheS_2~~~yheS_1~~~yheS,1914369,1933861,9746
G_yheS_2~~~yheS_1~~~yheS,1933861,1937695,1917
G_group_32637,1937695,1939735,1020
N_selD~~~selD_2~~~selD_3~~~selD_1,1939735,1939971,118
G_selD~~~selD_2~~~selD_3~~~selD_1,1939971,1942053,1041
N_pdeR_1~~~pdeR~~~pdeR_2,1942053,1942669,308
G_pdeR_1~~~pdeR~~~pdeR_2,1942669,1946635,1983
N_lysP~~~lysP_2~~~lysP_1,1946635,1947047,206
G_lysP~~~lysP_2~~~lysP_1,1947047,1949981,1467
N_cysL,1949981,1956699,3359
G_cysL,1956699,1958457,879
N_nirC_1~~~nirC_2~~~nirC,1958457,1958741,142
G_nirC_1~~~nirC_2~~~nirC,1958741,1960349,804
N_mrcB_1~~~mrcB_2~~~mrcB_3~~~mrcB,1960349,1960759,205
G_mrcB_1~~~mrcB_2~~~mrcB_3~~~mrcB,1960759,1965823,2532
N_argA~~~argA_1~~~argA_2,1965823,1985369,9773
G_argA~~~argA_1~~~argA_2,1985369,1988027,1329
N_nudC~~~nudC_2~~~nudC_1,1988027,2002621,7297
G_nudC~~~nudC_2~~~nudC_1,2002621,2004163,771
N_group_32500,2004163,2004959,398
G_group_32500,2004959,2005751,396
N_group_32492,2005751,2007771,1010
G_group_32492,2007771,2009169,699
N_pepT~~~pepT_1~~~pepT_2,2009169,2020609,5720
G_pepT~~~pepT_1~~~pepT_2,2020609,2023063,1227
N_ycaL_1~~~ycaL_2~~~ycaL,2023063,2023405,171
G_ycaL_1~~~ycaL_2~~~ycaL,2023405,2024929,762
N_metQ_2~~~metQ~~~metQ_1,2024929,2025011,41
G_metQ_2~~~metQ~~~metQ_1,2025011,2026637,813
N_group_32477,2026637,2027303,333
G_group_32477,2027303,2029055,876
N_pepQ_1~~~pepQ_2~~~pepQ,2029055,2037123,4034
G_pepQ_1~~~pepQ_2~~~pepQ,2037123,2039781,1329
N_tatD~~~tatD_1~~~tatD_2,2039781,2039867,43
G_tatD~~~tatD_1~~~tatD_2,2039867,2041427,780
N_group_32471,2041427,2048953,3763
G_group_32471,2048953,2049889,468
N_yicI_1~~~yicI_2~~~yicI_3~~~yicI,2049889,2051437,774
G_yicI_1~~~yicI_2~~~yicI_3~~~yicI,2051437,2056129,2346
N_lptA,2056129,2056173,22
G_lptA,2056173,2057283,555
N_group_32464,2057283,2057755,236
G_group_32464,2057755,2059225,735
N_group_32455,2059225,2059339,57
G_group_32455,2059339,2060251,456
N_manZ_3~~~manZ_2~~~manZ_4~~~manZ_1~~~manZ~~~manZ_5,2060251,2060279,14
G_manZ_3~~~manZ_2~~~manZ_4~~~manZ_1~~~manZ~~~manZ_5,2060279,2061977,849
G_frdD~~~ampC_2,2061977,2064377,1200
N_glgX~~~glgX_1~~~glgX_2,2064377,2064925,274
G_glgX~~~glgX_1~~~glgX_2,2064925,2068867,1971
N_malP_2~~~malP_3,2068867,2068907,20
G_malP_2~~~malP_3,2068907,2073797,2445
N_polB~~~polB_2~~~polB_1,2073797,2073951,77
G_polB~~~polB_2~~~polB_1,2073951,2078655,2352
N_artJ_1~~~artJ~~~artJ_2,2078655,2079321,333
G_artJ_1~~~artJ~~~artJ_2,2079321,2080779,729
N_artQ~~~artQ_2~~~artQ_1,2080779,2082291,756
G_artQ~~~artQ_2~~~artQ_1,2082291,2083719,714
N_yfhL,2083719,2087089,1685
G_yfhL,2087089,2087605,258
N_pgpC,2087605,2092837,2616
G_pgpC,2092837,2094103,633
N_yeaD~~~yeaD_1~~~yeaD_2,2094103,2094273,85
G_yeaD~~~yeaD_1~~~yeaD_2,2094273,2096037,882
N_dacB_2~~~dacB_1~~~dacB,2096037,2097801,882
G_dacB_2~~~dacB_1~~~dacB,2097801,2100663,1431
N_hyfA_5~~~hyfA_6~~~hyfA_1~~~gltD_2~~~gltD_1~~~thi4,2100663,2121371,10354
G_hyfA_5~~~hyfA_6~~~hyfA_1~~~gltD_2~~~gltD_1~~~thi4,2121371,2125325,1977
N_group_32410,2125325,2125649,162
G_group_32410,2125649,2127197,774
N_rlmH,2127197,2127207,5
G_rlmH,2127207,2128179,486
N_lapB_3~~~lapB_2~~~lapB_4~~~lapB_1,2128179,2128193,7
G_lapB_3~~~lapB_2~~~lapB_4~~~lapB_1,2128193,2130527,1167
N_gloA~~~gloA_2~~~gloA_1,2130527,2130691,82
G_gloA~~~gloA_2~~~gloA_1,2130691,2131501,405
N_group_32392,2131501,2137501,3000
G_group_32392,2137501,2138977,738
N_gcvH,2138977,2139027,25
G_gcvH,2139027,2139801,387
N_bglA_3~~~bglA~~~bglA_2~~~bglA_1,2139801,2142579,1389
G_bglA_3~~~bglA~~~bglA_2~~~bglA_1,2142579,2145441,1431
N_flgD~~~flgD_1~~~flgD_2,2145441,2145473,16
G_flgD~~~flgD_1~~~flgD_2,2145473,2146859,693
N_group_32383,2146859,2147137,139
G_group_32383,2147137,2147839,351
N_fruA_1~~~fruA_2~~~fruA_3~~~fruA,2147839,2147875,18
G_fruA_1~~~fruA_2~~~fruA_3~~~fruA,2147875,2151253,1689
N_epd~~~epd_2~~~epd_1,2151253,2158097,3422
G_epd~~~epd_2~~~epd_1,2158097,2160137,1020
N_purH_1~~~purH_2~~~purH,2160137,2173405,6634
G_purH_1~~~purH_2~~~purH,2173405,2176579,1587
N_group_32367,2176579,2176655,38
G_group_32367,2176655,2177801,573
N_tusB,2177801,2177817,8
G_tusB,2177817,2178387,285
N_yrbG~~~yrbG_1~~~yrbG_2,2178387,2188591,5102
G_yrbG~~~yrbG_1~~~yrbG_2,2188591,2190541,975
N_glpK_2~~~glpK~~~glpK_1,2190541,2190589,24
G_glpK_2~~~glpK~~~glpK_1,2190589,2193601,1506
N_amiA~~~amiA_1~~~amiA_2,2193601,2200887,3643
G_amiA~~~amiA_1~~~amiA_2,2200887,2202621,867
N_ribB_2~~~ribB~~~ribB_1,2202621,2225797,11588
G_ribB_2~~~ribB~~~ribB_1,2225797,2227267,735
N_rpoN_1~~~rpoN_2~~~rpoN,2227267,2227365,49
G_rpoN_1~~~rpoN_2~~~rpoN,2227365,2230227,1431
N_metN_1~~~metN_2~~~metN_3~~~metN,2230227,2246037,7905
G_metN_1~~~metN_2~~~metN_3~~~metN,2246037,2248095,1029
N_malQ~~~malQ_1~~~malQ_2~~~malQ_3,2248095,2248115,10
G_malQ~~~malQ_1~~~malQ_2~~~malQ_3,2248115,2252279,2082
N_yobA,2252279,2255901,1811
G_yobA,2255901,2256645,372
N_ppiA,2256645,2284213,13784
G_ppiA,2284213,2285353,570
N_mak~~~mak_1~~~mak_2,2285353,2288747,1697
G_mak~~~mak_1~~~mak_2,2288747,2290559,906
N_brnQ_1~~~brnQ~~~brnQ_2~~~brnQ_3,2290559,2291483,462
G_brnQ_1~~~brnQ~~~brnQ_2~~~brnQ_3,2291483,2294117,1317
N_phoB_1~~~phoB_2~~~phoB,2294117,2306509,6196
G_phoB_1~~~phoB_2~~~phoB,2306509,2307883,687
N_pncB~~~pncB_2~~~pncB_1,2307883,2317005,4561
G_pncB~~~pncB_2~~~pncB_1,2317005,2319669,1332
N_trmH_2~~~trmJ_2,2319669,2322507,1419
G_trmH_2~~~trmJ_2,2322507,2323875,684
N_creD~~~creD_2~~~creD_1~~~creD_3,2323875,2324545,335
G_creD~~~creD_2~~~creD_1~~~creD_3,2324545,2327245,1350
N_gloB~~~gloB_2~~~gloB_1,2327245,2328753,754
G_gloB~~~gloB_2~~~gloB_1,2328753,2330259,753
N_nudB,2330259,2330383,62
G_nudB,2330383,2331397,507
N_tpiA_1~~~tpiA_2~~~tpiA,2331397,2331615,109
G_tpiA_1~~~tpiA_2~~~tpiA,2331615,2333145,765
N_ptsP~~~ptsP_1~~~ptsP_2,2333145,2333273,64
G_ptsP~~~ptsP_1~~~ptsP_2,2333273,2337761,2244
N_group_32291,2337761,2338053,146
G_group_32291,2338053,2339811,879
N_group_32290,2339811,2345109,2649
G_group_32290,2345109,2346447,669
N_usg~~~usg_1~~~usg_2,2346447,2346581,67
G_usg~~~usg_1~~~usg_2,2346581,2348603,1011
N_group_32285,2348603,2363333,7365
G_group_32285,2363333,2363735,201
N_group_32284,2363735,2363811,38
G_group_32284,2363811,2365221,705
N_sodA_2~~~sodA~~~sodA_1,2365221,2369827,2303
G_sodA_2~~~sodA~~~sodA_1,2369827,2371063,618
N_priA_2~~~priA_1~~~priA,2371063,2395621,12279
G_priA_2~~~priA_1~~~priA,2395621,2400013,2196
N_gstA~~~gstA_1~~~gstA_2,2400013,2400227,107
G_gstA~~~gstA_1~~~gstA_2,2400227,2401433,603
N_group_32273,2401433,2411461,5014
G_group_32273,2411461,2412769,654
N_group_32269,2412769,2413071,151
G_group_32269,2413071,2414505,717
N_ampD,2414505,2426373,5934
G_ampD,2426373,2427471,549
N_nemR~~~nemR_1~~~nemR_2,2427471,2435279,3904
G_nemR~~~nemR_1~~~nemR_2,2435279,2436545,633
N_sodC,2436545,2436709,82
G_sodC,2436709,2437777,534
N_recJ_2~~~recJ~~~recJ_1,2437777,2437791,7
G_recJ_2~~~recJ~~~recJ_1,2437791,2441253,1731
N_recO,2441253,2443081,914
G_recO,2443081,2444533,726
N_lepB_2~~~lepB_1~~~lepB,2444533,2444717,92
G_lepB_2~~~lepB_1~~~lepB,2444717,2446661,972
N_rihC_1~~~rihC_2~~~rihC,2446661,2446795,67
G_rihC_1~~~rihC_2~~~rihC,2446795,2448631,918
N_group_32254,2448631,2452415,1892
G_group_32254,2452415,2452865,225
N_group_32252,2452865,2452995,65
G_group_32252,2452995,2455485,1245
N_guaB_2~~~guaB~~~IMPDH~~~guaB_1,2455485,2459385,1950
G_guaB_2~~~guaB~~~IMPDH~~~guaB_1,2459385,2462331,1473
N_yhdT,2462331,2462567,118
G_yhdT,2462567,2463047,240
N_group_32233,2463047,2463523,238
G_group_32233,2463523,2464075,276
N_rluD_1~~~rluD_2~~~rluD,2464075,2472853,4389
G_rluD_1~~~rluD_2~~~rluD,2472853,2474809,978
N_yfiH~~~yfiH_2~~~yfiH_1,2474809,2483587,4389
G_yfiH~~~yfiH_2~~~yfiH_1,2483587,2485045,729
N_apaG,2485045,2485051,3
G_apaG,2485051,2485801,375
N_group_32228,2485801,2491377,2788
G_group_32228,2491377,2492523,573
G_hypD_2~~~hypD_1~~~hypD,2492523,2494761,1119
N_ucpA~~~ucpA_1~~~ucpA_2,2494761,2495021,130
G_ucpA~~~ucpA_1~~~ucpA_2,2495021,2496599,789
N_cysP_1~~~cysP~~~cysP_2,2496599,2497209,305
G_cysP_1~~~cysP~~~cysP_2,2497209,2499309,1050
N_holB~~~holB_1~~~holB_2,2499309,2500565,628
G_holB~~~holB_1~~~holB_2,2500565,2502569,1002
N_mltG~~~mltG_2~~~mltG_1,2502569,2502575,3
G_mltG~~~mltG_2~~~mltG_1,2502575,2504615,1020
N_rsxA_1~~~rsxA~~~rsxA_2,2504615,2505135,260
G_rsxA_1~~~rsxA~~~rsxA_2,2505135,2506293,579
N_orn,2506293,2517751,5729
G_orn,2517751,2518837,543
N_psd~~~psd_1~~~psd_2,2518837,2519033,98
G_psd~~~psd_1~~~psd_2,2519033,2520965,966
N_rpoH_2~~~rpoH,2520965,2521457,246
G_rpoH_2~~~rpoH,2521457,2523167,855
N_pdeF~~~pdeF_2~~~pdeF_1~~~pdeF_3,2523167,2531437,4135
G_pdeF~~~pdeF_2~~~pdeF_1~~~pdeF_3,2531437,2535919,2241
N_ppx_1~~~ppx_2~~~ppx,2535919,2535929,5
G_ppx_1~~~ppx_2~~~ppx,2535929,2539079,1575
N_ribD~~~ribD_2~~~ribD_1,2539079,2539087,4
G_ribD~~~ribD_2~~~ribD_1,2539087,2541301,1107
N_group_32209,2541301,2560295,9497
G_group_32209,2560295,2566397,3051
N_dgcC~~~dgcC_2~~~dgcC_1,2566397,2566815,209
G_dgcC~~~dgcC_2~~~dgcC_1,2566815,2569041,1113
N_trpS_2~~~trpS~~~trpS_1,2569041,2570963,961
G_trpS_2~~~trpS~~~trpS_1,2570963,2572967,1002
G_gpsA~~~gpsA_1~~~gpsA_2~~~gpsA_3,2572967,2575001,1017
N_trmL~~~trmL_2~~~trmL_1,2575001,2578325,1662
G_trmL~~~trmL_2~~~trmL_1,2578325,2579267,471
N_alr~~~alr_1~~~alr_2,2579267,2579375,54
G_alr~~~alr_1~~~alr_2,2579375,2581529,1077
N_dnaB_2~~~dnaB_1~~~dnaB,2581529,2583995,1233
G_dnaB_2~~~dnaB_1~~~dnaB,2583995,2586821,1413
N_frr,2586821,2587407,293
G_frr,2587407,2588517,555
N_yabI~~~yabI_2~~~yabI_1,2588517,2588829,156
G_yabI~~~yabI_2~~~yabI_1,2588829,2590353,762
N_radA_2~~~radA_1~~~radA,2590353,2590453,50
G_radA_2~~~radA_1~~~radA,2590453,2593213,1380
N_serA_2~~~serA~~~serA_1,2593213,2593727,257
G_serA_2~~~serA~~~serA_1,2593727,2596187,1230
N_rpiA,2596187,2610563,7188
G_rpiA,2610563,2611877,657
N_group_32191,2611877,2616393,2258
G_group_32191,2616393,2617545,576
N_ygfA~~~ygfA_1~~~ygfA_2,2617545,2618549,502
G_ygfA~~~ygfA_1~~~ygfA_2,2618549,2619749,600
N_trmJ_2~~~trmJ~~~trmL_1~~~trmJ_1,2619749,2626965,3608
G_trmJ_2~~~trmJ~~~trmL_1~~~trmJ_1,2626965,2628441,738
N_psuK_1~~~RBKS~~~psuK_2~~~psuK_3~~~psuK~~~psuK_4,2628441,2628847,203
G_psuK_1~~~RBKS~~~psuK_2~~~psuK_3~~~psuK~~~psuK_4,2628847,2631019,1086
N_wzzE~~~wzzE_1~~~wzzE_2,2631019,2631045,13
G_wzzE~~~wzzE_1~~~wzzE_2,2631045,2633133,1044
N_ybiR_2~~~ybiR~~~ybiR_1,2633133,2638049,2458
G_ybiR_2~~~ybiR~~~ybiR_1,2638049,2640335,1143
N_pdxY~~~pdxY_2~~~pdxY_1,2640335,2640461,63
G_pdxY~~~pdxY_2~~~pdxY_1,2640461,2642183,861
N_tyrS_1~~~tyrS~~~tyrS_2,2642183,2642443,130
G_tyrS_1~~~tyrS~~~tyrS_2,2642443,2644987,1272
N_pdxH~~~pdxH_2~~~pdxH_1,2644987,2645303,158
G_pdxH~~~pdxH_2~~~pdxH_1,2645303,2646611,654
N_oxyR_1~~~oxyR_2~~~oxyR_3,2646611,2649297,1343
G_oxyR_1~~~oxyR_2~~~oxyR_3,2649297,2651127,915
N_clpX~~~clpX_2~~~clpX_1,2651127,2651381,127
G_clpX~~~clpX_2~~~clpX_1,2651381,2653925,1272
N_rho_2~~~rho_1~~~rho,2653925,2654583,329
G_rho_2~~~rho_1~~~rho,2654583,2657097,1257
N_menA~~~menA_2~~~menA_1,2657097,2657233,68
G_menA~~~menA_2~~~menA_1,2657233,2659081,924
N_yfiC~~~yfiC_2~~~yfiC_1,2659081,2665913,3416
G_yfiC~~~yfiC_2~~~yfiC_1,2665913,2667383,735
N_csrD_2~~~csrD_1~~~csrD~~~csrD_3,2667383,2697447,15032
G_csrD_2~~~csrD_1~~~csrD~~~csrD_3,2697447,2701347,1950
N_sfsA~~~sfsA_2~~~sfsA_1,2701347,2701379,16
G_sfsA~~~sfsA_2~~~sfsA_1,2701379,2702783,702
N_gluQ~~~gluQ_1~~~gluQ_2,2702783,2702859,38
G_gluQ~~~gluQ_1~~~gluQ_2,2702859,2704707,924
N_dnaN~~~dnaN_2~~~dnaN_1,2704707,2704717,5
G_dnaN~~~dnaN_2~~~dnaN_1,2704717,2706913,1098
N_btuF~~~btuF_2~~~btuF_3~~~btuF_1,2706913,2716325,4706
G_btuF~~~btuF_2~~~btuF_3~~~btuF_1,2716325,2717921,798
N_creB~~~creB_2~~~creB_1,2717921,2717949,14
G_creB~~~creB_2~~~creB_1,2717949,2719323,687
N_group_32147,2719323,2740005,10341
G_group_32147,2740005,2742075,1035
N_yhhT_1~~~yhhT_2,2742075,2746623,2274
G_yhhT_1~~~yhhT_2,2746623,2748741,1059
N_bepA_1~~~bepA_2~~~bepA,2748741,2751703,1481
G_bepA_1~~~bepA_2~~~bepA,2751703,2754625,1461
N_dtpB~~~dtpB_1~~~dtpB_2,2754625,2755263,319
G_dtpB~~~dtpB_1~~~dtpB_2,2755263,2758257,1497
N_ilvI_1~~~ilvI_2~~~ilvI~~~menD_2~~~menD_1,2758257,2759219,481
G_ilvI_1~~~ilvI_2~~~ilvI~~~menD_2~~~menD_1,2759219,2762663,1722
N_thiI_1~~~thiI_2~~~thiI,2762663,2775719,6528
G_thiI_1~~~thiI_2~~~thiI,2775719,2778611,1446
G_ispA~~~ispA_1~~~ispA_2,2778611,2780405,897
N_aceB~~~aceB_2~~~aceB_1,2780405,2780945,270
G_aceB~~~aceB_2~~~aceB_1,2780945,2784143,1599
N_ubiJ_2,2784143,2784173,15
G_ubiJ_2,2784173,2785379,603
N_group_32129,2785379,2791089,2855
G_group_32129,2791089,2792811,861
N_kefG~~~ywrO~~~ywrO_1~~~ywrO_2,2792811,2801373,4281
G_kefG~~~ywrO~~~ywrO_1~~~ywrO_2,2801373,2802471,549
G_kefC_2~~~kefB~~~kefC_1~~~kefC_3,2802471,2806077,1803
N_tgt_2~~~tgt_1~~~tgt,2806077,2806191,57
G_tgt_2~~~tgt_1~~~tgt,2806191,2808441,1125
N_acpH,2808441,2822417,6988
G_acpH,2822417,2823683,633
N_queA_2~~~queA_1~~~queA,2823683,2826605,1461
G_queA_2~~~queA_1~~~queA,2826605,2828741,1068
N_selA_1~~~selA~~~selA_3~~~selA_2,2828741,2828939,99
G_selA_1~~~selA~~~selA_3~~~selA_2,2828939,2831717,1389
N_yibF_1~~~yibF~~~yibF_2,2831717,2867179,17731
G_yibF_1~~~yibF~~~yibF_2,2867179,2868391,606
N_gyrA~~~gyrA_1~~~gyrA_2,2868391,2873387,2498
G_gyrA~~~gyrA_1~~~gyrA_2,2873387,2878637,2625
N_ubiG~~~COQ3,2878637,2910007,15685
G_ubiG~~~COQ3,2910007,2911447,720
N_mrdB_1~~~mrdB~~~mrdB_2,2911447,2911453,3
G_mrdB_1~~~mrdB~~~mrdB_2,2911453,2913673,1110
N_group_32109,2913673,2913707,17
G_group_32109,2913707,2916017,1155
N_ligA_2~~~ligA_1~~~ligA,2916017,2916645,314
G_ligA_2~~~ligA_1~~~ligA,2916645,2920671,2013
N_gcvR,2920671,2934503,6916
G_gcvR,2934503,2935643,570
N_yhfA~~~yhfA_1~~~yhfA_2,2935643,2941955,3156
G_yhfA~~~yhfA_1~~~yhfA_2,2941955,2942759,402
N_group_32105,2942759,2942863,52
G_group_32105,2942863,2947039,2088
N_fadI_1~~~fadI_2~~~fadI,2947039,2947409,185
G_fadI_1~~~fadI_2~~~fadI,2947409,2950025,1308
N_can,2950025,2957391,3683
G_can,2957391,2958711,660
N_glnD_2~~~glnD_1~~~glnD,2958711,2958839,64
G_glnD_2~~~glnD_1~~~glnD,2958839,2964179,2670
N_secA_2~~~secA_1~~~secA,2964179,2964305,63
G_secA_2~~~secA_1~~~secA,2964305,2969723,2709
N_secM,2969723,2970039,158
G_secM,2970039,2971209,585
N_hemN~~~hemN_2~~~hemN_1,2971209,2971589,190
G_hemN~~~hemN_2~~~hemN_1,2971589,2974331,1371
N_ffh_1~~~ffh_2~~~ffh,2974331,2980391,3030
G_ffh_1~~~ffh_2~~~ffh,2980391,2983109,1359
N_clcD,2983109,2999457,8174
G_clcD,2999457,3001083,813
N_yibN~~~yibN_2~~~yibN_1,3001083,3011641,5279
G_yibN~~~yibN_2~~~yibN_1,3011641,3012499,429
N_srlR_1~~~ulaR_1~~~srlR_3~~~ulaR_2~~~srlR_5,3012499,3012681,91
G_srlR_1~~~ulaR_1~~~srlR_3~~~ulaR_2~~~srlR_5,3012681,3014175,747
N_rplJ,3014175,3015003,414
G_rplJ,3015003,3015993,495
N_rdgB~~~rdgB_1~~~rdgB_2,3015993,3016009,8
G_rdgB~~~rdgB_1~~~rdgB_2,3016009,3017191,591
N_yidA_1~~~yidA_2~~~yidA,3017191,3017423,116
G_yidA_1~~~yidA_2~~~yidA,3017423,3019043,810
N_oppD~~~oppD_2~~~oppD_1,3019043,3019069,13
G_oppD~~~oppD_2~~~oppD_1,3019069,3021091,1011
N_phoQ~~~rcsC_1~~~phoQ_2~~~rcsC_2,3021091,3022769,839
G_phoQ~~~rcsC_1~~~phoQ_2~~~rcsC_2,3022769,3025685,1458
N_group_31800,3025685,3046837,10576
G_group_31800,3046837,3047605,384
N_ycbB~~~ycbB_2~~~ycbB_1,3047605,3048287,341
G_ycbB~~~ycbB_2~~~ycbB_1,3048287,3051977,1845
N_rarA~~~rarA_1,3051977,3052001,12
G_rarA~~~rarA_1,3052001,3054689,1344
N_ybhQ,3054689,3061775,3543
G_ybhQ,3061775,3062591,408
N_galM_2~~~galM~~~galM_1,3062591,3064711,1060
G_galM_2~~~galM~~~galM_1,3064711,3066787,1038
N_group_31789,3066787,3067389,301
